class,generator_edit_method,video_id,split,duration_sec,width,height,fps,codec,bitrate,has_audio,sha256
real,unknown,real-116,train,2.669,1280,720,29.97,h264,2866106,True,20f636769d4dd5a6eacf0d950e35a51d20551bcc9bb82f600bfba9f089733cee
real,unknown,real-1160,test,2.369,1280,720,29.97,h264,2134747,True,0f252091a411843c2926986f2940563e76d737e94c727f3a939912c90c04abd5
real,unknown,real-1161,train,3.466,320,240,15.0,h264,1080320,True,98b28a4c9f90ecfdb27d67f629ac0a2dedaa24feee486530cd593e154524f176
real,unknown,real-1162,train,4.304,1280,720,29.97,h264,1740852,True,dc5dfdfd7466ceda89a01c2f87879aee248824a3d3289f3a62d725612e78b6ab
real,unknown,real-1163,test,3.067,1280,720,30.0,h264,3060072,True,f24dbfd92592d03ffbceec1d2ecf372af43f5b8cc66627108a28b412abe29f61
real,unknown,real-1164,train,3.12,640,360,25.0,h264,542520,True,db792d04eaa78b7982363720f397d7140966df1043095f9ed9152a052a9bad52
real,unknown,real-1165,train,5.36,480,360,25.0,h264,432486,True,9890a00f5a58a196ea6b30722a55b6664c5ba93bfaa5ff7a4c49320b22805e21
real,unknown,real-1166,train,3.128,1280,720,23.976,h264,1885161,True,b59482dea5acb2c19d9f9159694f8b526879b0bf65899090ae6b78e9af3dff7d
real,unknown,real-1167,train,2.502,1280,720,29.97,h264,2331895,True,47010c38dd41534f4f57f999453252142ae9d831094da381138aaa96642b01b6
real,unknown,real-1168,test,2.467,406,720,30.0,h264,1277390,True,04b6ba89afee9b546a98006681baf4e60fee82963ec4d8614ebc7c0e5a747722
real,unknown,real-1169,test,4.638,1280,720,29.97,h264,1207375,True,e1de5ad5d828eb859fa8a50488610ca3f0bc641e98008d939dd7e6e25b65be41
real,unknown,real-117,train,3.47,1280,720,29.97,h264,3418531,True,d9df059d0ddf560e0169578edf5270f927e7eb959696e5c57220a2e0c7228426
real,unknown,real-1170,train,2.202,1280,720,29.97,h264,4991389,True,6deabba1eb16cc6efd9555e2369c22910d277ec30b3cfa2e0a9d28cddcbc518a
real,unknown,real-1171,train,3.433,1280,720,30.0,h264,2793778,True,50a41c636a9c285c7dda0dbbbf37c10f210ca2da06da5deec8aa51d955fd524d
real,unknown,real-1172,train,3.4,1280,720,30.0,h264,1218931,True,6987f4ea18ab442b0c848e436cc45332cc7bfb3c52cce1576b410cd426989862
real,unknown,real-1173,train,9.933,1280,720,30.0,h264,1624831,True,5d44b221e1fea6c414192491c0fa06e42511a9889db26da5fd0a4cc9abb02448
real,unknown,real-1174,test,2.067,1280,720,30.0,h264,1768551,True,df2dd7ea51b3b0e55307e120b494f3a8006e25c09d90d6cad1b8cce70ee8d3dc
real,unknown,real-1175,valid,4.166,640,360,30.0,h264,1420553,True,39382e4999b53da364541268b7eb45ae0024ef7772ab02d9c19d11a7a72db8ee
real,unknown,real-1176,train,4.905,1280,720,29.97,h264,2828495,True,ef0cec84ec8df589ab38a58dba96daffbeb9c613ce68ed64a3034c4b0c49f054
real,unknown,real-1177,train,2.269,1280,720,29.97,h264,1994749,True,f8737c11a50c8881dce3dda73b6a387796ed080eafd741bde79efd995b797116
real,unknown,real-1178,train,9.91,1280,720,29.97,h264,2789434,True,53d71885c0722ee5151d445d9a6b404a3783321d48b777515fc1778eb2ba3f1f
real,unknown,real-1179,train,2.836,1280,720,23.976,h264,2007703,True,906bb2480622588f54898245cc63db64fc275aff285a0d853ec8340299b3cc1f
real,unknown,real-118,train,2.377,1280,720,23.976,h264,1015673,True,af9a1ba9e07a5310f05e5d422cc69a65942b2640c154355b18630e728ce9d681
real,unknown,real-1180,train,5.666,480,360,15.0,h264,489437,True,375aa78983d5a6efec3b009ba6f1c0ed796ef5738c700d189ef53c4b76577a4d
real,unknown,real-1181,train,3.4,432,720,20.0,h264,867564,True,fe6994ff9bfe803db136cfc4c8602a288a5caed988b2899d294d29f3dcb1b1ba
real,unknown,real-1182,train,3.77,1280,720,29.97,h264,4079769,True,f1ebdb3579edeaf6e137c7009069ab392e750e05bbeedb4b8e69ffcfeeabbb7b
real,unknown,real-1183,train,2.967,480,360,30.0,h264,1313862,True,ed1c00c0b4da51ae9d8d719318c10f3da09f0954f554bf9246b982e152ca4d27
real,unknown,real-1184,test,7.12,480,360,25.0,h264,683152,True,6305570c58fa87e477eb2d3f7c0b8088072e3870f5ab6967a3d2748e95b700e1
real,unknown,real-1185,train,3.25,480,360,24.0,h264,604391,True,4b05e9f6fafd58e9f2c092cb19cd2684988f0c97b7ca7b8004140663a52383b0
real,unknown,real-1186,train,2.133,204,360,30.0,h264,1127133,True,22290551021bbfe09670f27bac304c7b2ebbbe693ccd2116e6b0dc8c041b915e
real,unknown,real-1187,train,4.981,1280,720,29.917,h264,2716412,True,d87b54fb90b888c9ed4c4608514874c20101ae3841a3ba058517272cdf97db91
real,unknown,real-1188,valid,2.6,1280,720,30.0,h264,2524412,True,0bcbe968d071d267914fdc42acf60a69911423fd90c29217488ca8ec31ccfc13
real,unknown,real-1189,train,9.714,406,720,7.0,h264,692772,True,129ee4762426e0c84c5721217a7f9170e4e699c7c0ba4ebb627a397fe86b3190
real,unknown,real-119,test,9.943,480,360,29.97,h264,1346482,True,08acff7d9369c4e2bbe6f23f8a645d4d5b8c18d54d6751a4ec098048bed9f280
real,unknown,real-1190,train,8.64,1280,720,25.0,h264,1957778,True,cb2d18107116627aa676044a6e47b342304a944c82b1d16cbb0bfdaf37c49334
real,unknown,real-1191,train,2.225,406,720,29.667,h264,874105,True,51605d8447faff5891ebec9feb292291081dcd1da8f4816ec7c9993d4e92bd61
real,unknown,real-1192,valid,2.84,480,360,25.0,h264,2583352,True,62dae1589e0199da3997bb062b00883bd8b4f9baa538c1696ba9057b2f7b9814
real,unknown,real-1193,train,5.0,600,360,30.0,h264,598436,True,806abbb95d91939b19c2638c94fb0bfd361408672a2921b99ab508430c6c3223
real,unknown,real-1194,train,3.403,1280,720,29.97,h264,1941345,True,0d4e7edc91d2f348d817ea73c0fa8dfa5cec134c1cc14478b1d069cdb7f024e7
real,unknown,real-1195,test,2.236,360,360,29.97,h264,682876,True,fab638d0af88b24e1b9b201acf631013959a62ff050afca06bd5fa1553a292c2
real,unknown,real-1196,train,5.589,1280,720,23.976,h264,2770289,True,b00acf98b6c007f6e4fd921a9ad37adc5ef6a169cd5fed3ca6523699f330304b
real,unknown,real-1197,train,6.567,1280,720,30.0,h264,2761560,True,4adcf81a595976c238b5b4abc58b350a6b48b5c3601e8f73ad90b48aac20ab7f
real,unknown,real-1198,test,6.273,406,720,29.97,h264,3078604,True,0845c3a011805f2e7f2e1fe05d8ebad3b6b048d78ba59faba7a17f891d80771c
real,unknown,real-1199,valid,2.467,1280,720,30.0,h264,2513662,True,ee125c161afba34f55a5fbd08e73a0b3f3b96737ddfb7c54888320f14ef2332b
real,unknown,real-12,valid,9.217,1280,720,23.976,h264,1447541,True,28e856d877961cacd5c23d1cca8b7d69e1f3b666203c44db41b9554e57532b6f
real,unknown,real-120,train,4.9,1280,720,30.0,h264,6828927,True,6eec41635cba39c7bb2f21775aad20c411eba59cadded9a4b3be7a4d84f2c1b8
real,unknown,real-1200,train,4.304,1280,720,29.97,h264,1945552,True,372abab0bf4456db937f1a46be769781d0acfd1bce541cf08aa98f3df6870a92
real,unknown,real-1201,test,4.8,480,360,25.0,h264,316181,True,e6a23a8335d3fd42483e3bef8a5467650a89aa3785a967301eeb5d0724fa8172
real,unknown,real-1202,train,2.936,406,720,29.97,h264,1599378,True,e3677d8054b6fdba8e819c23578380a134a8f1b8112cb7ec71523e2f4e746647
real,unknown,real-1203,test,4.0,480,360,30.0,h264,320952,True,35495e5e639f17884d4b128ccfac226d89f50c4b89e36e6ff4c0fa9f915b1e8a
real,unknown,real-1204,train,5.071,1280,720,29.97,h264,2569538,True,9197530056bcef3813d0c6d1ce435bc6ce1197ced2267d394f1c4f61c3f72b14
real,unknown,real-1205,train,3.804,1280,720,29.97,h264,4006492,True,53c0752231ff774ec6cec87c5b4d487b5913d15e673db6186eecf9fd6f909523
real,unknown,real-1206,test,2.567,1280,720,30.0,h264,2051354,True,21ac85af3b5f22e6e7dbe62cfdf9c5655baaf9ba68a3a03609d69cf73aed010f
real,unknown,real-1207,train,7.074,960,720,29.97,h264,1606091,True,ce6da634c00a7121f8c9e6b690e740e010d0041a9db25fe7aa9ab9c3a05efb72
real,unknown,real-1208,train,4.338,1280,720,29.97,h264,2485024,True,fc37437624f20e784227396e0fe6dca28357814605b4eae1fffadccad66f2dbe
real,unknown,real-1209,test,2.703,480,360,29.97,h264,903822,True,8e277ec92c8b6a4dc7a3828e10a7916926f34debd8f4d06c841ba569714d3ad5
real,unknown,real-121,train,2.536,1280,720,29.97,h264,1036852,True,032a2451bc4e19b8da7ba2712f6b18c773318faa9b75cace65a5635309c96c3e
real,unknown,real-1210,train,3.77,1280,720,29.97,h264,1344129,True,7efaf83285cab4e8b984091cba0d8fbdd567b7e691f89851cd5b519837005e65
real,unknown,real-1211,valid,3.937,1280,720,29.97,h264,1476917,True,807fb492d1af0c0719aa99651535cde8cd2ab77ef9ecdab62295c98468253f71
real,unknown,real-1212,train,7.56,1280,720,25.0,h264,1160078,True,a7839e78b061666364256367fc30330b1bfc302cb14384655ac9856eb786ff54
real,unknown,real-1213,train,6.045,1280,720,23.821,h264,3893404,True,23673792e8e3562a703f0f668010dec14d42b671fa844bf6a8b18893c45a5f2b
real,unknown,real-1214,train,9.882,480,360,11.435,h264,758110,True,f85c9f04d5f8218d5ff1213336519a92610f7a443b26cef6bb7f8d87f805e44d
real,unknown,real-1215,train,4.48,1280,720,25.0,h264,1195516,True,d12f37f81caf87e370e985e31b8db94a60a70a89bf2abcda1e60ca54d4d47d53
real,unknown,real-1216,train,9.943,1280,720,29.97,h264,2674973,True,0a7804db4cab62e98af488acf182f899dda836cd1e3611c7c753773d46c4a79b
real,unknown,real-1217,train,3.57,1280,720,29.97,h264,3900643,True,6217e987bf3f0a00aa2c639a8d79111389e9dd0a3eded860b15ab7a600068380
real,unknown,real-1218,valid,2.641,480,360,29.917,h264,539205,True,173753dc49fedc094220e1089efa561c450b4c5e9fe2d8a2dff77740d9ce4d00
real,unknown,real-1219,train,6.34,1280,720,29.97,h264,1402318,True,009e99ed51cbcc4ed48669c6f94715c8bb6e9d1b3255a5cf6ccb7a5ca471ec35
real,unknown,real-122,train,3.67,352,288,14.985,h264,258110,True,89466922b24768cb92d884413b461c5981bd02799ccbe5ad494c11040d9deb21
real,unknown,real-1220,train,2.636,480,360,29.97,h264,638806,True,913e66274601ebb4d5922820f13f2ec38a026410422c356aca983e2bdb863d46
real,unknown,real-1221,train,2.88,1280,720,25.0,h264,4165808,True,e3234de812c7a02e05fceff8b7703f8b824089cbbc5353f4d8caa0234c3202f7
real,unknown,real-1222,train,6.067,406,720,30.0,h264,1779021,True,d95a864eba5e287eacdca24dd838bf787c2b2f7030e770cb97b065acba8c7564
real,unknown,real-1223,valid,2.133,480,360,30.0,h264,535990,True,610ac0d6f59d5c22fa52c0addd5b3ce8f58c5ddf70b87f5657b158adab9af220
real,unknown,real-1224,train,2.202,1280,720,29.97,h264,1846344,True,906a24e741d6cd219d262571f2eeb5aa2ab0e18a783bc50ea7355e1d345b90e4
real,unknown,real-1225,valid,2.702,640,360,29.97,h264,1223375,True,6eaa243a90bd81123c287fa4a8f722e4ce876aab0e8a55efcf7ac255d8788eff
real,unknown,real-1226,valid,5.706,352,288,13.494,h264,788489,True,f3def40b95534f56475c4f05141b9c8ad09a25f0d50f244db8ade0634071e338
real,unknown,real-1227,train,2.202,1280,720,29.97,h264,1937881,True,3dcd9630d00a84ca4e4d11b991ca10c2b6bb2e59e6184a6568fb279a6b29b563
real,unknown,real-1228,valid,4.0,1280,720,30.0,h264,1289474,True,9dc2de40b04d5bcecf2e81657ac13ae337f05c5a1b3f60092d5fd707bdd9d699
real,unknown,real-1229,train,2.169,1280,720,29.97,h264,2180660,True,b26528259af7446052182f6fa1f5459ea1246e95dcb829398f488596bcc8e0e1
real,unknown,real-123,train,3.7,1280,720,30.0,h264,1944054,True,19e33c725e422aad862d6780e59848c766419a75348e6eb79fd06e089b580721
real,unknown,real-1230,train,4.471,1280,720,29.97,h264,5000876,True,3a60802507f3a9e643a550287e1a233b55aa6021f38bffb7b715ddb2efe5de91
real,unknown,real-1231,valid,6.3,1280,720,30.0,h264,1519504,True,c65e226ae16d9bb24a0060a11aa51fc160eda0c0f27cdfb779606b7f8028dd7f
real,unknown,real-1232,valid,4.011,480,360,29.917,h264,795129,True,1fffde3f4c936d4be46a2395fca5739f9596f62a92ea717a57d3a5715d8b786e
real,unknown,real-1233,train,6.106,1280,720,29.97,h264,1290678,True,e179620ad26af21f5b3b842ef5d3412c038d2e817dcad711f04de96196c81708
real,unknown,real-1234,train,3.52,1280,720,25.0,h264,2860427,True,1e014c7cc88696cd1c0180fb947bb52e1575b070bf8e3cfb32182d2be0de12ae
real,unknown,real-1235,train,2.469,640,360,29.97,h264,2079384,True,c330fc4c5306486b74a93e2493e6829eb135c935ce3b5eebcd24bee3f7219a05
real,unknown,real-1236,valid,6.84,1280,720,23.976,h264,2454083,True,c878faad8e98fb95c8347ce13ab5f47d72539cc8189f25841c70568bb2163b77
real,unknown,real-1237,test,2.927,1280,720,23.917,h264,2595729,True,91e91eac469352493fd0ad13c33c52a043fd95f128a14b3d0efbbd00843f2d1e
real,unknown,real-1238,train,9.588,406,720,29.202,h264,1107066,True,9296adcc3e69f10294f1f00c974bb4f09b1390393543c04ba568b6eaa680bedf
real,unknown,real-1239,train,9.909,480,360,29.97,h264,749988,True,7a0643fe7073426c63a47275246d2046e5bdffafc89b9d5a24d3a73506ce1863
real,unknown,real-124,train,5.172,1280,720,23.976,h264,1779754,True,93659d5bf18b86a2fc5c940ed3a66ca8ad68fc4af466c2ba0fde8f675ad55a5b
real,unknown,real-1240,valid,3.68,1280,720,25.0,h264,856623,True,abd2266d636c2b874cf9d6a44f1d8c0a391b9ddfd1c69510ea213a380c6426a7
real,unknown,real-1241,train,3.737,1280,720,29.97,h264,2309578,True,21fc7df91b2df8883ca189d250bfa4317d80c5f4bc9d3f0c83ef24c2c552e015
real,unknown,real-1242,train,2.419,1280,720,26.459,h264,2851304,True,9e5aa272f815272a387c9bb03c5c40100931930d11a747f45afb6ff701931e63
real,unknown,real-1243,train,5.239,1280,720,29.97,h264,2336211,True,78b263628c75c3c2d3601c65cb5468f17fbacd7808d7e87891bde3128cb4b20e
real,unknown,real-1244,train,2.269,1280,720,29.97,h264,2281227,True,585faaf458e2b2080409c0e715ed4686f9dc802c738461c5b79b1a944a5cd799
real,unknown,real-1245,train,2.902,1280,720,29.97,h264,2334798,True,44d59a77639d35938076d75991d83b1e92f7d4c28e2a87619966239510b943a8
real,unknown,real-1246,valid,8.94,320,240,14.988,h264,306873,True,eaef5839f70c66513912e9f2576b20ac4679c2f944c7f1e96ace0e1ea85d37fb
real,unknown,real-1247,train,4.463,1280,720,23.976,h264,1097565,True,d5d4f3cb3321701a442e71f3da49ac553135623c3c66116ed9b7c75a08c45d12
real,unknown,real-1248,train,9.933,1280,720,30.0,h264,3023363,True,1cf9e7f6c86efddef55961013cdbf8175edbdd58b31c58df781760542513b0ca
real,unknown,real-1249,train,2.306,320,214,29.924,h264,312503,True,36427c87c04f972f7851c78e7b2a137c915d01106fd8749fce46d7678dbdbb3f
real,unknown,real-125,train,2.669,1280,720,29.97,h264,3374866,True,4cfebc991053d82d0756cf5712d60b2d273ac1bb0119105d388c28581f28fa78
real,unknown,real-1250,train,9.949,480,360,29.25,h264,711786,True,0eea939275f23dae69e21f6949d84e7d002dac0bdc67c54b2d99e53f8f7fe98e
real,unknown,real-1251,train,2.202,640,360,29.97,h264,604748,True,2ab55f03d60d2c259da96d580d76751dde67e1926516880eea3d66a658ada474
real,unknown,real-1252,train,3.468,480,360,23.93,h264,424897,True,1bb10ef1f0d9e2418a4b60b09818b167c37c5b2300cd129d2a7469b78b85a57d
real,unknown,real-1253,train,8.467,480,720,30.0,h264,782737,True,9e5b5d064c357d4d98bfd0fc61e2913b00e693f031e96e5178b469bbd31afff2
real,unknown,real-1254,test,4.666,320,240,15.0,h264,305039,True,1f1236d2e30a4d95ff8da3659c32f3c3b9a777dac7deac898416cd99cacd9a8d
real,unknown,real-1255,train,5.606,480,360,29.97,h264,1504201,True,3c135bad7b01cd16dc8af3cefb469348dc1eb8aad5246421ba860eac4ac9c6f9
real,unknown,real-1256,train,5.627,1280,720,29.5,h264,2832972,True,b52c314464fbe96dee9d60e28178b1ef93a9130a58104f5f3fc0259247b24d6f
real,unknown,real-1257,train,5.583,472,360,24.0,h264,491825,True,96e0e7c7e4c873798d5a498bc9e68d098bd0bc0b0e832c66f98361b09e9fc651
real,unknown,real-1258,valid,2.32,492,360,25.0,h264,986227,True,83f5a7ec83274a0ab4d48debd71b096ee2eff155347ae7a6c9e7484c2f92bcde
real,unknown,real-1259,test,2.135,1280,720,29.97,h264,1625428,True,dd5cbb62fe53582efc4bba58176bdf4dc00c8d4c0d07b21106d236adfb29b4db
real,unknown,real-126,train,2.7,1280,720,30.0,h264,5079908,True,aa1a80ffc3c4a8b1e21b2ca9e544b4adb314e8d51bde9486a40474919b70c55f
real,unknown,real-1260,train,2.269,1280,720,29.97,h264,3438060,True,a8f10d133e68836371c80d5d470678f2fd555d3b68cf1c44ae1d85c6554be735
real,unknown,real-1261,train,2.72,1280,720,25.0,h264,2030617,True,664f53778ced3045bf2978120dc29249e90fba9282ddac64e42e3b8deb0bfffe
real,unknown,real-1262,train,6.373,480,360,29.97,h264,942105,True,f46296bc346699e22fe0dc4e752447efda26cef819c3f2ada5207018cc11fa4a
real,unknown,real-1263,train,8.133,480,360,15.0,h264,312429,True,8d3f2d611d176cf31a12644fdb83467b8d4ca6f9eb4a632225c0ff1f2f53dc46
real,unknown,real-1264,train,2.402,406,720,29.97,h264,3751587,True,9cd8d3df739128df8aa3903dbecea3e54bc3923fbc5914213574a3971b713cd5
real,unknown,real-1265,valid,3.045,1280,720,23.976,h264,1135536,True,dc0fb4fd02d412888f5fa39dd488d0801c820dd5b49b5445f91f1b038695c591
real,unknown,real-1266,train,4.872,1280,720,29.97,h264,1602971,True,0dcecf11762776eefd81957d15af01c2b24046619b13d79e8b4cf0c009fdc07d
real,unknown,real-1267,test,2.127,1280,720,23.976,h264,1522711,True,de4a3974bd466c26680de1ccb5c7186cea3bef8af76ebd45d128bcd5118de76d
real,unknown,real-1268,train,2.502,1280,720,23.976,h264,1470999,True,8e6d63d16a1bd84776f3908d909d90c5012d402d92cf2b25bc5f7ff530282dc0
real,unknown,real-1269,train,2.402,1280,720,29.97,h264,2283869,True,278d735be70e35fdaf6e9781cb0611e81f7f108ba7f95826b003ad5391606534
real,unknown,real-127,valid,8.575,640,360,29.97,h264,710273,True,0da68ba943f4863b30253846c34180f323e4889ce2065eae3d7158aad62b7237
real,unknown,real-1270,valid,8.567,480,360,30.0,h264,344031,True,85e19e2bca30f1863e6a85f17052482b497f734c3062fd7d8424a522b7a683b2
real,unknown,real-1271,valid,2.302,1280,720,29.97,h264,1758554,True,f1bf08f6f65e5cdebe1c323b2e49b54fbc5282c542a6aa6d33e4fc6d99cac1b1
real,unknown,real-1272,train,4.104,568,320,29.97,h264,735037,True,0aa6be228d68651772d798ccb7284991117e76648b76aa9a706c4e2b62ed6bb8
real,unknown,real-1273,test,8.64,1280,720,25.0,h264,1315277,True,aa0b9f1e942fc77a2b266981ba1342d03d7f1d0b89a02892363fd036c0d2199f
real,unknown,real-1274,train,3.103,1280,720,29.97,h264,2965635,True,78b8471b8c69fa222490fd61dd1ed6f299c49d87d49ad8f252fe623faa6e1bf1
real,unknown,real-1275,train,2.269,1280,720,29.97,h264,3608307,True,9072bd0a265387d443f5e4949b5c8a8d8ffde85b5fbdc327786ff1c20c01834e
real,unknown,real-1276,train,9.933,1280,720,30.0,h264,2249433,True,7a58f1c116666a5dc1606b02cad106df43cc732df926c4edae645a8c4888e662
real,unknown,real-1277,train,3.866,320,240,30.0,h264,699357,True,cf9c2e1381a0ec474fdddf2a8a9665366ecc7ff99f09e68d0aec1b1606f900b6
real,unknown,real-1278,train,4.041,1280,720,24.0,h264,2900280,True,ffb62b04f739cc6484e659bd1ea23743d42828978120e37c0c04da5e874fe512
real,unknown,real-1279,valid,2.741,480,360,29.917,h264,443204,True,ffb22123c3573b263e04c4f73b1e07944b6400915e88bfc3bda84abe60b12e2f
real,unknown,real-128,valid,3.587,1280,720,23.976,h264,1459111,True,5aba3854b217cfb1b4ad824b55c439a952c92416473eb053c3dcd5ee002914b5
real,unknown,real-1280,valid,2.56,384,288,25.0,h264,735750,True,c09839e379736a177cbb9d3c74db37f12461bc989a8cfe4839b8f013786c0821
real,unknown,real-1281,train,3.871,1280,720,29.97,h264,5384395,True,de7358eb30c31d5e10c8b2cdd1f00f4b59811ce6b2dee7da739cf0bc7746d873
real,unknown,real-1282,train,3.08,1280,720,25.0,h264,970324,True,91c800dbd7b64a8c5bb39cc893d43a4d5b635e7280a448ce20f69380090c9bca
real,unknown,real-1283,valid,5.2,1280,720,25.0,h264,1630847,True,faecdfb707d137d1e625950a527e252698dd7cc80f5afae82042016276e1054f
real,unknown,real-1284,train,2.369,1280,720,29.97,h264,1766389,True,1e42b0f59ac53c16f78f8baa844418d0aa1408febefbfe65d20a0bebb42d3411
real,unknown,real-1285,test,6.266,480,360,15.0,h264,662893,True,6d86c1766a0993cabb1800c38bf5c5d321599c3ecefa01450fd3185b9e48ea85
real,unknown,real-1286,valid,2.3,406,720,30.0,h264,1586375,True,6c1ea6b5fb9a217e8d0a1bf4b58f909ec81bb0346ffd988debeb4687ae04df1a
real,unknown,real-1287,train,2.436,1280,720,29.97,h264,2349272,True,3d2fb4da98d2af779243b6d63d637c9291538825aedf577968f7af50cb58ce6f
real,unknown,real-1288,train,2.533,320,240,30.0,h264,288160,True,335bb29dd25c7f0e305ece9b7bd7bd0e4ef22b4f5fd59cfc51cda6b771c3f0fa
real,unknown,real-1289,train,3.857,480,360,14.78,h264,279965,True,a876a4dabfa7d839421c9593631a80daa485768bf9997b3706d7d44f7573e167
real,unknown,real-129,train,4.104,636,360,29.97,h264,1278553,True,3f938854aef8c967177cd04316652ca490ff4c4e2db9809c5bb03b974a8cbf81
real,unknown,real-1290,train,3.24,480,360,25.0,h264,530254,True,b7e15e97f46cef5f68a24dc40111139ca4fefef91e08a56a239fafb173fb0ae5
real,unknown,real-1291,valid,2.9,1280,720,30.0,h264,2572455,True,35b87bef18b49b3870f38fdea019d194aace4fb3d16a07c3b9cf5f947231ec80
real,unknown,real-1292,valid,2.469,1280,720,29.97,h264,3065383,True,8e30d66f6e7b0273f55415ec28ac18dc1917280ae5fb1036a4bcfb8b57f598c5
real,unknown,real-1293,train,5.967,480,360,30.0,h264,1344854,True,2a902dab857000916b7a53ac4023743f3e991f23909449300c473b6d5153e5a5
real,unknown,real-1294,train,2.173,1280,720,29.917,h264,3608649,True,2625ecc08e9cd841daf81d9c25c92aa26e99655b60edc8b68d70e0d01761df76
real,unknown,real-1295,valid,3.343,1280,720,29.917,h264,1416429,True,7d6fb7d9ad3d4ab42747234957e7badc41010b4ea9496c5b1d572e1e1acef543
real,unknown,real-1296,train,2.67,480,360,29.583,h264,736431,True,2ae33010e84ee59dd8d0c76fa399429e3c5154394e2feabb5b82867a4a4e2f81
real,unknown,real-1297,train,3.7,1280,720,30.0,h264,3892782,True,2857fbd99ababf2644f68f6385f2039bc13d15166fc5d53c0f4022fcb1054d3d
real,unknown,real-1298,train,7.6,1280,720,25.0,h264,2299503,True,ece6fc04357d31b6f77f7fe297dbc0fedb14b23073e9389a37acc59bb626883d
real,unknown,real-1299,train,2.08,640,360,25.0,h264,609950,True,9747892f5c904eeb8da2106b87868c8fc5e04e4c30dc1dc96cb0ea9e591ca576
real,unknown,real-13,train,2.869,480,360,29.97,h264,1247010,True,3afbc7935b437dbc1da07bfeacfa6980728f730f216fc23067930d7af5985319
real,unknown,real-130,test,9.943,1280,720,29.97,h264,846089,True,d5dbb6c06a9e2e9036b22be1ea4f68155236e0798cfb201e60ac39bd7e9959d1
real,unknown,real-1300,train,4.6,1280,720,30.0,h264,2128469,True,350eb1a78a9c40bba60ff008377785ade019eeea19ee1bc5d111931de326870c
real,unknown,real-1301,train,2.458,1280,720,24.0,h264,2997917,True,fba45a431519d7bcd1dca5a96343e1f2c3f665fcfd863af7794d64a36f6b4d68
real,unknown,real-1302,train,6.4,1280,720,25.0,h264,1453720,True,11f0e6cd3b3cc1bec98d07f218f28f8826001d7a9952c023d7cda322c11a8b45
real,unknown,real-1303,train,3.203,640,360,29.97,h264,584971,True,a6549d133d9333562a50cdf9de89eb09bf92efb2d3487100027a91e92beafff2
real,unknown,real-1304,train,9.92,1280,720,25.0,h264,1326316,True,caaabb7cf1de18ca263b7848d0f6457ba0dc2346aabaa1b3ee860d36fb818628
